Distribution, Target, Actual, Dropped, Never Sent, Median, 90th, 99th, 99.9th, 99.99th, Start, StartTsc
bimodal, 204656, 204656, 0, 2619, 19.0, 40.0, 61.0, 184.0, 246.0, 1745001709, 4976302394364016
bimodal, 404141, 404141, 0, 5411, 25.0, 50.0, 80.0, 210.0, 279.0, 1745001727, 4976344917040082
bimodal, 604526, 604526, 0, 7902, 23.0, 44.0, 69.0, 203.0, 256.0, 1745001746, 4976390018540304
bimodal, 803309, 803309, 0, 11046, 22.0, 42.0, 66.0, 207.0, 256.0, 1745001766, 4976437528052763
bimodal, 1003186, 1003186, 0, 13846, 22.0, 42.0, 68.0, 208.0, 262.0, 1745001786, 4976487032360919
bimodal, 1203707, 1203707, 0, 17162, 24.0, 45.0, 79.0, 222.0, 277.0, 1745001808, 4976538207202527
bimodal, 1403109, 1403109, 0, 20924, 46.0, 125.0, 279.0, 371.0, 423.0, 1745001830, 4976591369511144
bimodal, 1603067, 1433969, 1521843, 33636, 2380.0, inf, inf, inf, inf, 1745001853, 4976646803398392
bimodal, 1801599, 1432824, 3319011, 46764, 2470.0, inf, inf, inf, inf, 1745001878, 4976705152875948
bimodal, 1885894, 1434753, 4060235, 1083090, 2503.0, inf, inf, inf, inf, 1745001903, 4976765905498812
bimodal, 2036328, 1432828, 5432002, 1521334, 2559.0, inf, inf, inf, inf, 1745001929, 4976828880043212
bimodal, 1903587, 1432894, 4236279, 4525599, 2513.0, inf, inf, inf, inf, 1745001956, 4976892694858836
bimodal, 1874890, 1433199, 3974449, 6598596, 2500.0, inf, inf, inf, inf, 1745001983, 4976957540171679
bimodal, 1847566, 1432849, 3732041, 8697678, 2493.0, inf, inf, inf, inf, 1745002011, 4977025714189122
bimodal, 1804026, 1432585, 3342941, 10829146, 2479.0, inf, inf, inf, inf, 1745002041, 4977095410118235
bimodal, 1922157, 1431477, 4416242, 11592940, 2523.0, inf, inf, inf, inf, 1745002070, 4977166595447637
bimodal, 1882092, 1433066, 4041388, 13725535, 2501.0, inf, inf, inf, inf, 1745002101, 4977240639525831
bimodal, 1863034, 1433927, 3862069, 15784071, 2492.0, inf, inf, inf, inf, 1745002133, 4977315920481594
bimodal, 1679076, 1433949, 2206194, 19177156, 2418.0, inf, inf, inf, inf, 1745002164, 4977391751790570
bimodal, 1805775, 1433526, 3350199, 19832154, 2471.0, inf, inf, inf, inf, 1745002198, 4977472122905823
